X,Y
-0.9999847929753685, -0.002478111388921622
-0.9542876839574762, -0.002326041142605817
-0.9024925580623211, 0.0011741090267625154
-0.8811621715124274, 0.004572879031920163
-0.8613448839133759, 0.0146221878092887
-0.8430457642733769, 0.027994231468656317
-0.8262648125924303, 0.0446890100100239
-0.8094686538868522, 0.07136720022202203
-0.7911391201975901, 0.10470606722265208
-0.7727893104754857, 0.1513561497841236
-0.7528959877532764, 0.21132251691464665
-0.7345208329901194, 0.2746116189271688
-0.7192022901779097, 0.3312349751428507
-0.7038685403410684, 0.3978417430291632
-0.6915914024551743, 0.45778276511863325
-0.679293988536438, 0.5310350027689457
-0.6669965746177019, 0.6042872404192576
-0.6531657857152816, 0.6842001548582002
-0.6393197897882297, 0.7740964809677733
-0.628540543828546, 0.8506714535000865
-0.6162380609015993, 0.927251495040609
-0.6008485519744421, 1.0304641057192345
-0.5870279010884429, 1.103721412377757
-0.5685969872349703, 1.2036163571825944
-0.5517095863816025, 1.2901950174183794
-0.5394020344464454, 1.3701028628491116
-0.5240328015521305, 1.4600042579668964
-0.5086737066742366, 1.5432500453042606
-0.49333488782918467, 1.6131846170807833
-0.4780214140251855, 1.6664801694062539
-0.44896332445834486, 1.743115970037092
-0.43213675170350374, 1.7897609835903527
-0.4183718599078202, 1.8264124474565613
-0.40615555012045246, 1.8464198228635076
-0.39395444735771623, 1.8564437865998231
-0.3848099565459272, 1.8598020045392964
-0.3695877248897176, 1.8531970868409808
-0.3543756312499289, 1.839936561362245
-0.34221508055287686, 1.8233380939768773
-0.3270181939377197, 1.80009415682751
-0.3118415833554048, 1.7635390041173011
-0.2966700417813002, 1.7236560475168825
-0.2784773713137224, 1.6671442094818327
-0.2587614638788813, 1.6106374404549935
-0.24209709938677693, 1.5507927295215234
-0.22695597186193572, 1.4909429495798423
-0.21484104223877842, 1.4443942471825812
-0.19968977669751597, 1.391200075021321
-0.18908287701699045, 1.354629715286481
-0.17394681850035965, 1.2914521314545895
-0.1603289279427813, 1.2315972825046977
-0.14974737330330812, 1.1783879033188063
-0.1331134228604669, 1.0985763690440735
-0.11496130445857333, 1.0154420998873417
-0.09680918605667932, 0.9323078307306081
-0.08169340357289046, 0.8558190313378753
-0.06050494925289196, 0.7660392924171431
-0.0377881889574192, 0.6795924263948323
-0.016584527612788946, 0.599796099144732
0.004619133731841751, 0.5199997718946303
0.02583293309289303, 0.4468590524249496
0.04098926764236599, 0.3969926841538993
0.06982938985615395, 0.330532917505693
0.09563824516004749, 0.27404642451169536
0.1184209025622569, 0.23086100906211904
0.13664905608730837, 0.19764379825854173
0.15792368354688624, 0.16443672547138588
0.19137913773635806, 0.12794240085970277
0.21875178207319856, 0.09808340799560034
0.2415648535246715, 0.07486481588728466
0.2765587517060377, 0.04835897195444394
0.31004968895298335, 0.03515927457423462
0.3450689321754026, 0.02529245009244585
0.3831397183405585, 0.018763567517288138
0.42577514639929315, 0.008922088076551038
0.4623277646053965, 0.005715940383393736
0.49888545181971033, 0.005837596580446469
0.5598149305102336, 0.006040356908867395
0.6374949468324398, 0.002971072437393918
0.7822024587224321, 0.003452628217393894
0.8675037288891645, 0.003736492677183456
1.0015485820083148, 0.004182565399709404
