X,Y
0.1460889964820609, 0.22183235867446394
0.055292507600758274, 0.22183235867446394
0.23679558640724163, 0.22183235867446394
0.14598188216785124, 0.16959064327485374
0.14623140421371053, 0.2912280701754385
0.21677306836064053, 0.3294346978557504
0.08533595058896985, 0.330214424951267
0.34744284596129177, 0.32943469785575047
0.2164742613091682, 0.23118908382066272
0.2170770407104609, 0.4292397660818713
0.273825850287272, 0.17037037037037028
0.1737473637239178, 0.17115009746588694
0.3771367334785998, 0.17037037037037028
0.27658556211987706, 0.08460038986354779
0.2741678020084255, 0.25925925925925924
0.5893912056268445, 0.3707602339181285
0.41375677184260806, 0.3707602339181285
0.7545985565949704, 0.369980506822612
0.5889912954752817, 0.3224171539961013
0.5897913873072577, 0.4191033138401559
0.7024606075720392, 0.47056530214424946
0.6278291660987894, 0.4705653021442495
0.803819542101133, 0.4705653021442495
0.7021530677576007, 0.4393762183235867
0.7027605885824737, 0.5009746588693956
0.9137617545991327, 0.4011695906432749
0.4871494819497324, 0.40116959064327484
1.3163444967438456, 0.40116959064327484
0.9120927136959972, 0.2709551656920078
0.9153937637590535, 0.5282651072124755
1.6402674168348623, 0.4705653021442495
0.7948414584698145, 0.4705653021442495
2.5706124650987623, 0.4705653021442495
1.6389032670428998, 0.41130604288499023
1.6415967589698914, 0.5282651072124757
4.026304119059549, 0.4292397660818713
1.7734094338212425, 0.4292397660818713
6.135266112295573, 0.4292397660818713
3.9915890123773066, 0.21247563352826504
4.033141995692632, 0.5500974658869395
